LEAGUE,PLAYER_ID,POSITION,SEASON,AGE_SEPT_15,GP,G,A,TP,PPG,SEASON_NO,SEASON_>20GP,CUM_GP,ONLY_1_SEASON,MIN_3_SEASONS,DY_STATUS,SHOOTS,DRAFTED,NHL_PPG,NHL_GP,NHL_DV
WHL,13937/tyler-halliday,F,2010,21.511111,66,9,12,21,0.318182,2,2,132,0,0,DY+3,R,No,0.0,0,0
WHL,13939/jan-kupec,F,2008,18.197222,32,3,2,5,0.16,1,1,32,1,0,DY,R,No,0.0,0,0
WHL,13940/maximilian-brandl,F,2009,21.588889,12,1,2,3,0.25,2,0,77,0,0,DY+3,L,No,0.0,0,0
WHL,13941/ryan-depape,F,2008,20.513889000000002,70,10,15,25,0.357143,4,4,264,0,1,DY+2,R,No,0.0,0,0
WHL,13943/martin-filo,F,2009,20.608333,67,12,18,30,0.44776099999999996,2,2,118,0,0,DY+2,L,No,0.0,0,0
WHL,13944/brennan-bosch,F,2009,21.586111,72,21,37,58,0.805556,4,4,281,0,1,DY+3,R,No,0.0,0,0
WHL,13946/luca-sbisa,D,2010,20.625,29,4,14,18,0.62069,3,2,109,0,0,DY+2,L,Yes,0.20436500000000002,504,1
WHL,13947/evan-pighin,F,2008,20.358333,53,22,26,48,0.90566,2,2,115,0,0,DY+2,R,No,0.0,0,0
WHL,13962/yannic-seidenberg,D,2004,20.677778,67,19,47,66,0.985075,1,1,67,1,0,DY+2,L,No,0.0,0,0
WHL,14003/ryan-reaves,F,2007,20.652778,69,15,20,35,0.507246,3,3,201,0,1,DY+2,R,Yes,0.140138,578,1
WHL,14005/michael-busto,D,2007,21.236110999999998,70,20,43,63,0.9,5,5,328,0,1,DY+3,R,No,0.0,0,0
WHL,14038/nikita-korovkin,D,2004,20.783333,65,14,30,44,0.6769229999999999,4,4,246,0,1,DY+2,R,Yes,0.0,0,0
WHL,14043/steve-macintyre,F,2001,21.102778,4,1,0,1,0.25,3,0,126,0,0,DY+3,L,No,0.0,0,0
WHL,14081/brandon-segal,F,2004,21.175,28,18,12,30,1.0714290000000002,5,5,286,0,1,DY+3,R,Yes,0.213592,103,1
WHL,14082/brett-festerling,D,2007,21.533333,70,5,16,21,0.3,5,5,311,0,1,DY+3,L,No,0.0,0,0
WHL,14086/stefan-meyer,F,2005,20.152778,69,34,43,77,1.115942,5,4,282,0,1,DY+2,L,Yes,0.1,20,1
WHL,14087/adam-taylor,F,2005,21.225,72,20,32,52,0.722222,5,5,324,0,1,DY+3,R,Yes,0.0,0,0
WHL,14092/taylor-procyshen,F,2009,21.194444,72,36,45,81,1.125,4,4,258,0,1,DY+3,R,No,0.0,0,0
WHL,14093/petr-stoklasa,F,2009,20.408333,59,6,17,23,0.389831,2,2,127,0,0,DY+2,L,No,0.0,0,0
WHL,14094/shaun-vey,F,2008,21.216667,70,27,46,73,1.042857,4,4,238,0,1,DY+3,R,No,0.0,0,0
WHL,14095/cody-smuk,F,2010,21.344444,69,5,17,22,0.318841,4,4,271,0,1,DY+3,L,No,0.0,0,0
WHL,14096/colby-kulhanek,F,2009,20.094444,27,1,10,11,0.407407,3,3,161,0,1,DY+2,L,No,0.0,0,0
WHL,14097/cody-hobbs,D,2009,20.291667,69,2,10,12,0.173913,3,3,154,0,1,DY+2,L,No,0.0,0,0
WHL,14098/dustin-sylvester,F,2010,21.694444,68,35,58,93,1.3676469999999998,6,5,308,0,1,DY+3,L,No,0.0,0,0
WHL,14134/derek-couture,F,2005,21.391667,71,20,18,38,0.535211,5,4,254,0,1,DY+3,R,No,0.0,0,0
WHL,141997/braden-appleby,F,2005,21.119444,59,5,13,18,0.305085,4,4,252,0,1,DY+3,L,No,0.0,0,0
WHL,142245/tim-plett,F,2003,19.733333,24,2,3,5,0.21,2,2,83,0,0,DY+1,-,No,0.0,0,0
WHL,142246/jon-cara,F,2004,20.666667,49,4,8,12,0.244898,2,2,113,0,0,DY+2,L,No,0.0,0,0
WHL,14322/chad-bassen,F,2004,21.388889000000002,55,12,20,32,0.5818180000000001,4,4,238,0,1,DY+3,L,No,0.0,0,0
WHL,14328/simon-ferguson,F,2004,21.441667000000002,68,15,23,38,0.558824,5,5,319,0,1,DY+3,R,No,0.0,0,0
WHL,143532/landon-boyko,D,2001,21.569444,15,0,3,3,0.2,2,0,57,0,0,DY+3,-,No,0.0,0,0
WHL,143664/fraser-bulbuc,F,2013,18.541667,8,1,1,2,0.25,1,0,8,1,0,DY,L,No,0.0,0,0
WHL,14404/paul-deniset,F,2002,21.172222,67,30,33,63,0.940299,4,4,260,0,1,DY+3,L,No,0.0,0,0
WHL,14408/dean-beuker,F,2002,21.694444,65,30,31,61,0.9384620000000001,4,4,271,0,1,DY+3,R,No,0.0,0,0
WHL,14409/dan-baum,F,2003,20.280556,72,32,41,73,1.013889,4,4,258,0,1,DY+2,R,Yes,0.0,0,0
WHL,14424/jon-mirasty,F,2001,19.697222,67,1,2,3,0.04,1,1,67,1,0,DY+1,L,No,0.0,0,0
WHL,144399/scott-borders,F,2002,21.041667,68,22,29,51,0.75,5,5,320,0,1,DY+3,L,No,0.0,0,0
WHL,14450/kiel-mcleod,F,2003,20.708333,68,39,51,90,1.3235290000000002,5,5,288,0,1,DY+2,R,Yes,0.0,0,0
WHL,14458/justin-maiser,F,2004,21.211111,68,11,16,27,0.397059,3,1,99,0,0,DY+3,L,Yes,0.0,0,0
WHL,14459/adam-cracknell,F,2006,21.166667,72,42,51,93,1.291667,4,4,283,0,1,DY+3,R,Yes,0.204762,210,1
WHL,144909/michal-polak,F,2006,21.677778,23,2,5,7,0.3,3,3,172,0,1,DY+3,L,No,0.0,0,0
WHL,14495/zack-smith,F,2008,20.444444,72,22,48,70,0.9722219999999999,4,3,221,0,1,DY+2,L,Yes,0.315359,612,1
WHL,14496/chris-bruton,F,2008,21.644444,67,26,37,63,0.940299,4,4,258,0,1,DY+3,R,No,0.0,0,0
WHL,14498/rudolf-cerveny,F,2009,20.108333,55,6,15,21,0.381818,2,2,116,0,0,DY+2,L,No,0.0,0,0
WHL,14499/scott-doucet,F,2009,21.580556,13,4,6,10,0.769231,5,0,279,0,1,DY+3,R,No,0.0,0,0
WHL,14500/ryan-mcdonald,F,2009,21.694444,70,37,26,63,0.9,5,5,305,0,1,DY+3,L,No,0.0,0,0
WHL,14501/frazer-mclaren,F,2008,20.877778,66,19,21,40,0.606061,5,5,318,0,1,DY+2,L,Yes,0.10784300000000001,102,1
WHL,14502/daine-todd,D,2008,21.680556,70,25,40,65,0.9285709999999999,5,4,234,0,1,DY+3,R,No,0.0,0,0
WHL,14504/colin-long,F,2009,20.238889,68,33,58,91,1.338235,4,4,229,0,1,DY+2,R,Yes,0.0,0,0
WHL,14507/tyler-dittmer,F,2008,20.980556,62,32,26,58,0.935484,4,3,217,0,1,DY+2,L,No,0.0,0,0
WHL,14513/adrian-foster,F,2002,20.666667,27,14,13,27,1.0,3,1,39,0,0,DY+2,L,Yes,0.0,0,0
WHL,14517/rob-klinkhammer,F,2007,21.091667,66,33,40,73,1.106061,4,4,230,0,1,DY+3,L,No,0.0,0,0
WHL,145203/jozef-mrena,F,2000,20.369444,58,17,27,44,0.758621,2,2,123,0,0,DY+2,L,No,0.0,0,0
WHL,145397/joe-mahon,F,2014,20.305556,56,9,9,18,0.321429,2,2,97,0,0,DY+2,R,No,0.0,0,0
WHL,145480/harrison-harper,F,2013,19.188889,45,1,1,2,0.04,1,1,45,1,0,DY+1,R,No,0.0,0,0
WHL,145697/jason-mckee,D,2000,21.366667,69,23,39,62,0.898551,1,1,69,1,0,DY+3,L,No,0.0,0,0
WHL,14626/martin-kubaliak,D,2004,19.261111,26,1,2,3,0.12,2,2,82,0,0,DY+1,L,No,0.0,0,0
WHL,14657/evander-kane,F,2009,18.119444,61,48,48,96,1.5737700000000001,2,2,126,0,0,DY,L,Yes,0.631741,649,1
WHL,14659/johnny-lazo,F,2010,21.686111,72,39,32,71,0.9861110000000001,3,3,214,0,1,DY+3,R,No,0.0,0,0
WHL,14660/michael-macangus,F,2009,21.583333,72,14,22,36,0.5,4,4,269,0,1,DY+3,L,No,0.0,0,0
WHL,14661/alex-poulter,F,2009,19.855556,65,8,15,23,0.353846,4,4,261,0,1,DY+1,R,No,0.0,0,0
WHL,14662/brandon-herrod,F,2012,21.011111,68,29,41,70,1.029412,5,5,342,0,1,DY+3,R,No,0.0,0,0
WHL,14663/tyler-swystun,F,2008,20.666667,72,12,22,34,0.47222200000000003,2,2,142,0,0,DY+2,R,No,0.0,0,0
WHL,14672/corey-courchene,F,2007,21.294444,23,4,5,9,0.39,4,4,197,0,1,DY+3,L,No,0.0,0,0
WHL,14674/ryan-watson,F,2000,19.258333,20,3,1,4,0.2,1,1,20,1,0,DY+1,L,No,0.0,0,0
WHL,146844/justin-gutierrez,F,2016,20.730556,46,22,27,49,1.065217,4,4,231,0,1,DY+2,L,No,0.0,0,0
WHL,14701/ryan-kinasewich,F,2004,21.069444,55,33,36,69,1.254545,5,5,295,0,1,DY+3,L,No,0.0,0,0
WHL,147332/austin-adamson,F,2016,20.608333,28,1,4,5,0.18,3,3,134,0,1,DY+2,R,No,0.0,0,0
WHL,147340/darcy-deroose,F,2014,19.411111,35,1,5,6,0.17,1,1,35,1,0,DY+1,L,No,0.0,0,0
WHL,14739/brayden-schenn,F,2011,20.063889,29,22,35,57,1.9655169999999997,4,4,224,0,1,DY+2,L,Yes,0.633731,587,1
WHL,14740/brent-raedeke,F,2010,20.294444,72,24,32,56,0.777778,3,3,214,0,1,DY+2,L,No,0.0,0,0
WHL,14741/brandon-mcmillan,F,2010,20.480556,55,25,42,67,1.2181819999999999,4,4,251,0,1,DY+2,L,Yes,0.21052600000000002,171,1
WHL,14742/andrew-bailey,F,2009,21.380556,70,28,33,61,0.8714290000000001,4,4,286,0,1,DY+3,R,No,0.0,0,0
WHL,147611/taylor-crunk,F,2016,21.652778,46,6,4,10,0.21739099999999997,5,5,287,0,1,DY+3,L,No,0.0,0,0
WHL,147632/tyler-coulter,F,2017,21.013889000000002,66,30,33,63,0.9545450000000001,4,4,259,0,1,DY+3,L,No,0.0,0,0
WHL,148098/austin-shmoorkoff,D,2016,19.358333,64,0,3,3,0.05,1,1,64,1,0,DY+1,L,No,0.0,0,0
WHL,148101/matt-dykstra,F,2014,17.586111,6,1,0,1,0.17,1,0,6,1,0,DY-1,L,No,0.0,0,0
WHL,14837/steve-covington,F,2007,21.625,70,7,22,29,0.414286,4,4,285,0,1,DY+3,R,Yes,0.0,0,0
WHL,14842/kevin-korol,F,2002,21.622222,72,24,59,83,1.152778,5,5,344,0,1,DY+3,L,No,0.0,0,0
WHL,14843/jason-beeman,F,2006,21.202778,60,28,30,58,0.966667,5,5,326,0,1,DY+3,R,No,0.0,0,0
WHL,14844/keegan-mcavoy,F,2002,21.622222,71,14,35,49,0.690141,4,4,266,0,1,DY+3,R,No,0.0,0,0
WHL,14940/paul-albers,F,2006,20.916667,70,17,45,62,0.8857139999999999,5,5,329,0,1,DY+2,L,No,0.0,0,0
WHL,14945/chris-di-ubaldo,F,2003,21.161111,63,11,12,23,0.365079,4,4,228,0,1,DY+3,R,No,0.0,0,0
WHL,149581/berkeley-buchko,F,2001,21.669444,72,39,30,69,0.958333,5,5,337,0,1,DY+3,L,No,0.0,0,0
WHL,14962/brent-regner,D,2009,20.327778,70,15,52,67,0.9571430000000001,3,3,206,0,1,DY+2,R,Yes,0.0,7,1
WHL,14963/greg-gardner,F,2008,21.377778,72,24,29,53,0.736111,5,5,338,0,1,DY+3,L,No,0.0,0,0
WHL,14966/ladislav-kouba,F,2004,21.013889000000002,25,2,10,12,0.48,4,4,217,0,1,DY+3,L,Yes,0.0,0,0
WHL,149666/libor-gazdik,F,2006,17.958333,53,3,3,6,0.11,1,1,53,1,0,DY-1,L,No,0.0,0,0
WHL,15000/jarad-bourassa,D,2004,21.561111,72,7,13,20,0.277778,3,3,209,0,1,DY+3,L,No,0.0,0,0
WHL,15001/blake-evans,F,2001,21.202778,67,52,50,102,1.5223879999999999,5,5,337,0,1,DY+3,L,Yes,0.0,0,0
WHL,15018/david-toews,F,2011,21.272222,60,20,28,48,0.8,1,1,60,1,0,DY+3,R,Yes,0.0,0,0
WHL,15027/konstantin-panov,F,2001,21.211111,69,44,56,100,1.449275,3,3,195,0,1,DY+3,L,Yes,0.0,0,0
WHL,15032/paul-postma,D,2009,20.563889,70,23,61,84,1.2,4,4,266,0,1,DY+2,R,Yes,0.166667,204,1
WHL,15093/curtis-huppe,F,2000,21.566667000000002,17,7,12,19,1.1176469999999998,5,0,269,0,1,DY+3,R,No,0.0,0,0
WHL,15111/chris-heid,D,2003,20.502778,60,9,36,45,0.75,4,4,224,0,1,DY+2,L,Yes,0.0,0,0
WHL,15119/steven-crampton,F,2002,20.425,37,19,24,43,1.1621620000000001,4,4,230,0,1,DY+2,R,Yes,0.0,0,0
WHL,15124/jeremy-schenderling,F,2007,21.45,65,23,18,41,0.6307689999999999,6,5,321,0,1,DY+3,R,No,0.0,0,0
WHL,15126/daryl-boyle,D,2008,21.558332999999998,61,10,31,41,0.672131,4,4,262,0,1,DY+3,R,No,0.0,0,0
WHL,15127/tyson-barrie,D,2011,20.136111,54,11,47,58,1.074074,5,4,256,0,1,DY+2,R,Yes,0.6342979999999999,484,1
WHL,151581/scott-allan,D,2015,19.530556,59,1,3,4,0.07,1,1,59,1,0,DY+1,R,No,0.0,0,0
WHL,152367/shon-jones-parry,D,2001,21.563889,61,4,17,21,0.344262,4,4,256,0,1,DY+3,L,No,0.0,0,0
WHL,152369/adam-dombrowski,D,2001,19.938889,59,1,8,9,0.15,3,3,151,0,1,DY+1,L,No,0.0,0,0
WHL,15249/sean-o-connor,F,2002,20.905556,62,15,19,34,0.548387,3,3,184,0,1,DY+2,R,Yes,0.0,0,0
WHL,15254/richard-mueller,F,2003,21.358333,72,30,30,60,0.833333,5,4,218,0,1,DY+3,R,No,0.0,0,0
WHL,152905/shawn-thompson,D,2001,21.297222,66,7,24,31,0.46969700000000003,4,4,239,0,1,DY+3,L,No,0.0,0,0
WHL,15298/tyler-mosienko,F,2005,21.483333,72,15,36,51,0.708333,5,5,338,0,1,DY+3,L,No,0.0,0,0
WHL,152981/aaron-winterholt,F,2001,19.525,14,0,4,4,0.29,2,0,31,0,0,DY+1,R,No,0.0,0,0
WHL,153001/ryan-robinson,F,2001,17.333333,35,1,2,3,0.09,1,1,35,1,0,DY-1,L,No,0.0,0,0
WHL,153002/matt-revel,F,2017,21.386111,42,9,12,21,0.5,5,5,314,0,1,DY+3,R,No,0.0,0,0
WHL,153009/jeff-rayman,D,2017,21.055556,65,3,1,4,0.06,4,4,205,0,1,DY+3,L,No,0.0,0,0
WHL,15301/steven-later,D,2005,21.008333,70,14,49,63,0.9,3,2,139,0,0,DY+3,R,No,0.0,0,0
WHL,153010/dalton-yorke,D,2017,21.313889,72,0,15,15,0.208333,4,4,238,0,1,DY+3,R,No,0.0,0,0
WHL,153013/graham-millar,F,2017,21.677778,48,12,18,30,0.625,4,4,249,0,1,DY+3,R,No,0.0,0,0
WHL,153094/jakob-lapointe,D,2017,19.316667000000002,48,0,7,7,0.15,2,2,90,0,0,DY+1,L,No,0.0,0,0
WHL,153095/dalton-hamaliuk,D,2019,21.483333,66,4,19,23,0.348485,4,4,276,0,1,DY+3,L,No,0.0,0,0
WHL,153108/zach-fischer,F,2018,21.155556,46,22,14,36,0.782609,4,4,197,0,1,DY+3,R,Yes,0.0,0,0
WHL,153111/james-hilsendager,D,2018,21.486110999999998,54,6,18,24,0.44444399999999995,4,4,235,0,1,DY+3,L,No,0.0,0,0
WHL,153134/nolan-volcan,F,2019,21.197222,58,27,30,57,0.982759,5,5,318,0,1,DY+3,L,No,0.0,0,0
WHL,15320/garett-bembridge,F,2001,20.191667000000002,72,38,40,78,1.083333,4,3,218,0,1,DY+2,R,Yes,0.0,0,0
WHL,153244/carter-cochrane,D,2015,18.908333,40,0,4,4,0.1,1,1,40,1,0,DY,L,No,0.0,0,0
WHL,15330/warren-mccutcheon,F,2003,21.108333,5,1,2,3,0.6,4,0,194,0,1,DY+3,L,Yes,0.0,0,0
WHL,15331/grant-jacobsen,F,2004,21.530556,71,18,34,52,0.732394,5,5,311,0,1,DY+3,L,Yes,0.0,0,0
WHL,153311/dario-winkler,F,2016,19.325,59,7,5,12,0.20339000000000002,1,1,59,1,0,DY+1,R,No,0.0,0,0
WHL,15335/rick-kozak,F,2005,20.072222,51,14,13,27,0.529412,3,3,143,0,1,DY+2,R,Yes,0.0,0,0
WHL,15336/brent-howarth,F,2006,19.969444,68,12,19,31,0.45588199999999995,3,3,174,0,1,DY+1,L,No,0.0,0,0
WHL,15337/ted-vandermeer,F,2007,21.313889,58,12,13,25,0.43103400000000003,4,4,202,0,1,DY+3,L,No,0.0,0,0
WHL,15343/patrick-wellar,D,2004,20.780556,68,7,10,17,0.25,4,4,246,0,1,DY+2,L,Yes,0.0,0,0
WHL,153652/rudolfs-balcers,F,2017,20.436111,66,40,37,77,1.166667,1,1,66,1,0,DY+2,L,Yes,0.388889,36,1
WHL,153847/luc-smith,F,2019,21.652778,64,28,25,53,0.828125,5,5,312,0,1,DY+3,R,No,0.0,0,0
WHL,15387/tomas-oravec,F,2002,20.511111,23,7,15,22,0.956522,2,2,88,0,0,DY+2,L,No,0.0,0,0
WHL,15393/garry-nunn,F,2010,20.847222,46,17,21,38,0.8260870000000001,3,3,150,0,1,DY+2,R,No,0.0,0,0
WHL,15395/greg-scott,F,2009,21.283333,65,32,44,76,1.169231,4,4,278,0,1,DY+3,R,No,0.0,0,0
WHL,15397/justin-bernhardt,F,2009,21.555556,72,35,57,92,1.277778,5,5,306,0,1,DY+3,R,No,0.0,0,0
WHL,15398/ryan-stanton,D,2010,21.152778,59,10,30,40,0.677966,4,4,240,0,1,DY+3,L,No,0.0,0,0
WHL,15399/jamie-benn,F,2009,20.158333,56,46,36,82,1.464286,2,2,107,0,0,DY+2,L,Yes,0.8711409999999999,745,1
WHL,15400/jonathan-harty,D,2008,20.438889,65,11,34,45,0.692308,4,4,246,0,1,DY+2,L,No,0.0,0,0
WHL,15402/kyle-bortis,F,2009,21.047222,68,24,60,84,1.2352940000000001,4,4,236,0,1,DY+3,L,No,0.0,0,0
WHL,15404/robert-brandis,F,2008,19.966667,28,1,1,2,0.07,1,1,28,1,0,DY+1,R,No,0.0,0,0
WHL,154168/garan-magnes,F,2016,19.427778,30,1,3,4,0.13,2,2,68,0,0,DY+1,L,No,0.0,0,0
WHL,154220/tyler-benson,F,2018,20.5,58,27,42,69,1.189655,4,4,183,0,1,DY+2,L,Yes,0.0,0,0
WHL,154287/dylan-overdyk,D,2016,19.116667,33,0,4,4,0.12,2,2,61,0,0,DY+1,R,No,0.0,0,0
WHL,154486/grayson-pawlenchuk,F,2018,21.480556,72,18,34,52,0.722222,5,4,278,0,1,DY+3,L,No,0.0,0,0
WHL,154496/sam-steel,F,2018,20.616667,54,33,50,83,1.537037,4,4,253,0,1,DY+2,L,Yes,0.5,22,1
WHL,15450/brodie-melnychuk,D,2012,21.338889,59,8,11,19,0.322034,5,5,318,0,1,DY+3,L,No,0.0,0,0
WHL,154643/chaseton-braid,F,2016,19.225,6,1,1,2,0.33,2,0,63,0,0,DY+1,L,No,0.0,0,0
WHL,15501/thomas-raffl,F,2006,20.238889,33,4,7,11,0.333333,1,1,33,1,0,DY+2,L,No,0.0,0,0
WHL,15545/chris-stevens,F,2007,21.069444,71,32,25,57,0.802817,2,2,143,0,0,DY+3,L,No,0.0,0,0
WHL,155552/jared-smyth,F,2000,20.827778,61,11,18,29,0.47541000000000005,4,4,251,0,1,DY+2,L,No,0.0,0,0
WHL,155553/adam-ross,F,2008,21.297222,5,2,0,2,0.4,3,0,137,0,0,DY+3,R,No,0.0,0,0
WHL,15570/james-hiebert,F,2003,21.277778,66,21,39,60,0.909091,4,4,241,0,1,DY+3,R,No,0.0,0,0
WHL,15571/seth-leonard,F,2004,20.877778,72,50,40,90,1.25,6,5,299,0,1,DY+2,L,No,0.0,0,0
WHL,155719/stacey-bublitz,F,2000,20.158333,12,0,2,2,0.17,1,0,12,1,0,DY+2,L,No,0.0,0,0
WHL,155859/tyler-strautman,F,2006,19.422222,18,1,2,3,0.17,2,0,62,0,0,DY+1,L,No,0.0,0,0
WHL,15589/brady-leavold,F,2008,21.066667000000002,69,27,42,69,1.0,3,3,192,0,1,DY+3,R,No,0.0,0,0
WHL,15590/prab-rai,F,2010,20.813889,67,41,28,69,1.029851,5,5,300,0,1,DY+2,L,Yes,0.0,0,0
WHL,15598/chris-ovington,D,2001,21.083333,63,4,24,28,0.44444399999999995,5,5,300,0,1,DY+3,R,Yes,0.0,0,0
WHL,156115/cody-corbett,D,2014,20.752778,65,17,44,61,0.9384620000000001,3,3,190,0,1,DY+2,L,No,0.0,0,0
WHL,15613/kevin-saurette,F,2000,20.216667,31,0,4,4,0.13,1,1,31,1,0,DY+2,R,No,0.0,0,0
WHL,15682/ryan-gibbons,F,2006,21.705556,64,20,9,29,0.453125,5,5,291,0,1,DY+3,R,Yes,0.0,0,0
WHL,15689/darrell-hay,D,2000,20.452778,64,15,36,51,0.796875,4,4,268,0,1,DY+2,R,Yes,0.0,0,0
WHL,15690/taggart-desmet,F,2001,19.294444,7,0,2,2,0.29,1,0,7,1,0,DY+1,R,No,0.0,0,0
WHL,15691/mark-rooneem,F,2004,21.683332999999998,52,22,18,40,0.769231,5,5,304,0,1,DY+3,L,Yes,0.0,0,0
WHL,15718/jordan-cameron,F,2002,20.472222,52,5,11,16,0.307692,2,2,104,0,0,DY+2,L,No,0.0,0,0
WHL,157251/andrew-fyten,F,2019,20.922222,60,18,23,41,0.683333,4,4,244,0,1,DY+2,R,No,0.0,0,0
WHL,157252/jaydan-gordon,D,2017,20.441667000000002,70,2,6,8,0.11,3,3,172,0,1,DY+2,L,No,0.0,0,0
WHL,157256/dillon-dube,F,2018,20.152778,53,38,46,84,1.584906,4,4,203,0,1,DY+2,L,Yes,0.2,25,1
WHL,157265/brandon-schuldhaus,D,2019,21.561111,62,8,23,31,0.5,4,4,250,0,1,DY+3,L,No,0.0,0,0
WHL,15727/dale-weise,F,2008,20.111110999999998,53,29,22,51,0.9622639999999999,3,3,173,0,1,DY+2,R,Yes,0.244898,490,1
WHL,15735/stefan-elliott,D,2011,20.625,71,31,50,81,1.140845,4,4,281,0,1,DY+2,R,Yes,0.287356,87,1
WHL,15737/dustin-cameron,F,2010,21.380556,71,30,27,57,0.802817,5,4,282,0,1,DY+3,L,No,0.0,0,0
WHL,15738/kevin-undershute,F,2008,21.425,20,6,6,12,0.6,4,4,188,0,1,DY+3,L,No,0.0,0,0
WHL,15739/yashar-farmanara,F,2008,21.552778,72,23,21,44,0.611111,5,5,310,0,1,DY+3,R,No,0.0,0,0
WHL,15740/carter-bancks,F,2010,21.1,70,19,36,55,0.785714,4,4,260,0,1,DY+3,L,No,0.0,0,0
WHL,157407/radovan-bondra,F,2017,20.633333,62,32,31,63,1.016129,2,2,120,0,0,DY+2,L,Yes,0.0,0,0
WHL,15741/michael-stickland,F,2010,21.277778,69,25,32,57,0.8260870000000001,4,4,267,0,1,DY+3,L,No,0.0,0,0
WHL,15742/alexander-rodgers,F,2010,21.15,68,20,41,61,0.897059,4,4,254,0,1,DY+3,L,No,0.0,0,0
WHL,15743/clayton-bauer,F,2008,21.625,71,25,19,44,0.619718,4,4,277,0,1,DY+3,L,No,0.0,0,0
WHL,15744/clayton-cumiskey,F,2011,21.486110999999998,60,7,17,24,0.4,4,4,249,0,1,DY+3,L,No,0.0,0,0
WHL,15747/victor-rask,F,2013,20.538889,37,14,27,41,1.108108,2,2,101,0,0,DY+2,L,Yes,0.458564,362,1
WHL,157824/les-borsheim,D,2000,21.383333,31,5,9,14,0.451613,4,4,157,0,1,DY+3,R,No,0.0,0,0
WHL,157827/dallas-flaman,F,2000,21.491667,59,12,13,25,0.423729,5,5,297,0,1,DY+3,R,No,0.0,0,0
WHL,157828/marc-connors,F,2006,21.488889,24,2,2,4,0.17,5,5,285,0,1,DY+3,L,No,0.0,0,0
WHL,157829/jordan-fuder,F,2006,19.994444,69,10,14,24,0.347826,2,2,130,0,0,DY+1,L,No,0.0,0,0
WHL,157834/ryan-coghlan,F,2004,20.669444,25,3,0,3,0.12,3,3,168,0,1,DY+2,L,No,0.0,0,0
WHL,157873/chad-grisdale,D,2001,20.447222,55,0,5,5,0.09,2,2,122,0,0,DY+2,L,No,0.0,0,0
WHL,157876/michael-young,F,2002,19.602778,14,0,2,2,0.14,1,0,14,1,0,DY+1,R,No,0.0,0,0
WHL,157900/colin-mcrae,F,2003,21.480556,48,19,18,37,0.770833,4,4,243,0,1,DY+3,R,No,0.0,0,0
WHL,157904/aaron-starr,F,2001,18.466667,40,1,1,2,0.05,1,1,40,1,0,DY,R,No,0.0,0,0
WHL,157917/ryan-olynyk,F,2002,20.047222,58,6,2,8,0.14,2,2,109,0,0,DY+2,R,No,0.0,0,0
WHL,157928/colin-johnson,D,2001,19.508333,54,0,7,7,0.13,2,2,115,0,0,DY+1,R,No,0.0,0,0
WHL,158001/justin-togiai,D,2003,20.063889,66,4,11,15,0.227273,2,2,116,0,0,DY+2,R,No,0.0,0,0
WHL,158005/joey-bastien,F,2001,21.591667,56,25,41,66,1.1785709999999998,4,4,232,0,1,DY+3,R,No,0.0,0,0
WHL,158007/steve-shrum,F,2000,19.933332999999998,54,22,26,48,0.8888889999999999,4,4,254,0,1,DY+1,L,No,0.0,0,0
WHL,158326/justin-ossachuk,F,2000,20.502778,27,4,2,6,0.22,1,1,27,1,0,DY+2,L,No,0.0,0,0
WHL,158350/roman-dymacek,F,2016,19.691667000000002,55,4,6,10,0.181818,1,1,55,1,0,DY+1,L,No,0.0,0,0
WHL,158389/derek-holland,D,2000,21.325,11,1,6,7,0.64,2,0,36,0,0,DY+3,L,No,0.0,0,0
WHL,158500/brian-harris,F,2004,20.583333,62,10,20,30,0.483871,1,1,62,1,0,DY+2,L,No,0.0,0,0
WHL,15886/matt-robinson,F,2006,21.088889,69,35,22,57,0.8260870000000001,2,2,114,0,0,DY+3,L,No,0.0,0,0
WHL,15890/john-morlang,F,2002,20.855556,4,1,1,2,0.5,1,0,4,1,0,DY+2,R,No,0.0,0,0
WHL,15899/phil-cole,D,2002,20.025,54,4,19,23,0.425926,4,4,213,0,1,DY+2,L,Yes,0.0,0,0
WHL,159029/rinat-valiyev,D,2015,20.344444,52,9,37,46,0.8846149999999999,3,3,143,0,1,DY+2,L,Yes,0.0,12,1
WHL,159050/jonathan-parker,F,2000,18.394444,52,5,5,10,0.19230799999999998,2,2,108,0,0,DY,L,No,0.0,0,0
WHL,159105/kevin-livingston,D,2000,19.191667000000002,1,1,0,1,1.0,1,0,1,1,0,DY+1,L,No,0.0,0,0
WHL,159187/andrew-jungwirth,D,2001,19.572222,45,1,3,4,0.09,1,1,45,1,0,DY+1,R,No,0.0,0,0
WHL,159350/jason-bone,F,2000,20.3,58,1,5,6,0.1,1,1,58,1,0,DY+2,R,No,0.0,0,0
WHL,15946/garrett-prosofsky,F,2001,21.322222,68,37,48,85,1.25,5,5,324,0,1,DY+3,L,Yes,0.0,0,0
WHL,159461/vaclav-studeny,F,2002,19.691667000000002,37,4,10,14,0.37837800000000005,1,1,37,1,0,DY+1,L,No,0.0,0,0
WHL,15955/jason-lundmark,D,2004,19.85,56,2,18,20,0.357143,2,2,94,0,0,DY+1,L,No,0.0,0,0
WHL,159607/bobby-chad-mitchell,F,2002,20.408333,55,3,6,9,0.16,4,4,201,0,1,DY+2,L,No,0.0,0,0
