LEAGUE,PLAYER_ID,POSITION,SEASON,AGE_SEPT_15,GP,G,A,TP,PPG,SEASON_NO,SEASON_>20GP,CUM_GP,ONLY_1_SEASON,MIN_3_SEASONS,DY_STATUS,SHOOTS,DRAFTED,NHL_PPG,NHL_GP,NHL_DV
QMJHL,100165/owen-bennington,F,2015,20.444444,66,2,2,4,0.06,2,2,125,0,0,DY+2,R,No,0.0,0,0
QMJHL,100224/tomas-pavelka,D,2013,20.294444,56,8,31,39,0.696429,2,2,123,0,0,DY+2,L,No,0.0,0,0
QMJHL,100294/alexandre-sansregret,F,2011,17.822222,21,0,1,1,0.05,1,1,21,1,0,DY-1,L,No,0.0,0,0
QMJHL,100592/jean-philippe-roy-vallieres,F,2007,19.833333,7,1,3,4,0.57,2,0,36,0,0,DY+1,L,No,0.0,0,0
QMJHL,100611/alex-gagnon,F,2011,17.897222,4,1,1,2,0.5,1,0,4,1,0,DY-1,L,No,0.0,0,0
QMJHL,100613/jonathan-delorme,D,2013,20.072222,54,1,6,7,0.13,3,2,97,0,0,DY+2,L,No,0.0,0,0
QMJHL,100620/alex-cote,F,2012,19.983333,43,8,6,14,0.325581,1,1,43,1,0,DY+1,L,No,0.0,0,0
QMJHL,100621/benjamin-lagarde,F,2012,19.308332999999998,6,0,1,1,0.17,1,0,6,1,0,DY+1,L,No,0.0,0,0
QMJHL,100780/connor-gagnon,F,2011,18.927778,24,2,2,4,0.17,1,1,24,1,0,DY,R,No,0.0,0,0
QMJHL,100792/alexis-dufour,F,2011,18.933332999999998,9,2,0,2,0.22,1,0,9,1,0,DY,L,No,0.0,0,0
QMJHL,100793/philippe-archambault,D,2014,21.452778,63,4,4,8,0.13,3,3,178,0,1,DY+3,L,No,0.0,0,0
QMJHL,100867/jan-kostalek,D,2015,20.577778,57,7,36,43,0.754386,3,3,160,0,1,DY+2,R,Yes,0.0,0,0
QMJHL,100920/felix-antoine-chabot,D,2011,18.666667,1,2,0,2,2.0,1,0,1,1,0,DY,L,No,0.0,0,0
QMJHL,100923/antoine-nadeau,D,2011,18.925,3,0,1,1,0.33,1,0,3,1,0,DY,L,No,0.0,0,0
QMJHL,100928/samuel-gauthier,F,2013,20.386111,34,2,2,4,0.12,1,1,34,1,0,DY+2,L,No,0.0,0,0
QMJHL,101021/anthony-quessy,F,2001,21.355556,65,20,30,50,0.769231,4,4,236,0,1,DY+3,L,No,0.0,0,0
QMJHL,101065/alex-pisarik,D,2014,19.680556,7,0,1,1,0.14,1,0,7,1,0,DY+1,R,No,0.0,0,0
QMJHL,101192/kris-hodge,F,2015,19.925,39,0,10,10,0.25640999999999997,3,3,148,0,1,DY+1,L,No,0.0,0,0
QMJHL,101208/andrew-meredith,F,2014,20.330556,1,1,0,1,1.0,3,0,58,0,0,DY+2,L,No,0.0,0,0
QMJHL,101209/julien-lepage,D,2014,20.652778,54,2,9,11,0.203704,4,4,202,0,1,DY+2,L,No,0.0,0,0
QMJHL,101225/jan-mandat,F,2016,20.825,62,20,44,64,1.032258,3,3,180,0,1,DY+2,L,No,0.0,0,0
QMJHL,101252/patrik-zdrahal,F,2014,19.433332999999998,49,13,19,32,0.653061,2,2,113,0,0,DY+1,L,No,0.0,0,0
QMJHL,101414/bryan-main,D,2008,20.613889,66,2,14,16,0.24242399999999997,3,3,195,0,1,DY+2,R,No,0.0,0,0
QMJHL,101417/kris-macdonald,F,2006,20.652778,62,3,4,7,0.11,2,2,119,0,0,DY+2,L,No,0.0,0,0
QMJHL,101421/jordan-mcinnis,F,2012,19.219444,2,0,2,2,1.0,1,0,2,1,0,DY+1,-,No,0.0,0,0
QMJHL,1015/johnny-oduya,D,2001,19.955556,68,14,54,68,1.0,1,1,68,1,0,DY+1,L,Yes,0.223529,850,1
QMJHL,101652/nicholas-parisella,F,2011,17.877778,3,1,0,1,0.33,1,0,3,1,0,DY-1,R,No,0.0,0,0
QMJHL,102016/sebastien-lucier,F,2002,21.675,37,9,8,17,0.459459,4,4,212,0,1,DY+3,L,No,0.0,0,0
QMJHL,10218/marc-edouard-vlasic,D,2006,19.458333,66,16,57,73,1.106061,3,3,177,0,1,DY+1,L,Yes,0.32228,965,1
QMJHL,10219/tomas-malec,D,2002,20.338889,51,14,32,46,0.901961,2,2,115,0,0,DY+2,L,Yes,0.043477999999999996,46,1
QMJHL,10224/alexandre-burrows,F,2002,21.427778,64,35,35,70,1.09375,2,2,127,0,0,DY+3,L,No,0.0,0,0
QMJHL,10226/bruno-gervais,D,2004,19.95,23,4,6,10,0.434783,3,3,160,0,1,DY+1,R,Yes,0.208134,418,1
QMJHL,10233/aaron-johnson,D,2003,20.375,57,10,51,61,1.070175,4,4,250,0,1,DY+2,L,Yes,0.213058,291,1
QMJHL,10247/keith-yandle,D,2006,20.016667,66,25,59,84,1.272727,1,1,66,1,0,DY+2,L,Yes,0.5821390000000001,907,1
QMJHL,10315/simon-gamache,F,2001,20.7,72,74,110,184,2.555556,3,3,214,0,1,DY+2,L,Yes,0.270833,48,1
QMJHL,10325/martin-grenier,D,2001,20.869444,54,14,35,49,0.907407,4,4,242,0,1,DY+2,L,Yes,0.055555999999999994,18,1
QMJHL,103371/stephen-north,F,2000,19.008333,34,3,2,5,0.15,1,1,34,1,0,DY+1,R,No,0.0,0,0
QMJHL,103377/tyler-whitehead,F,2007,21.536111,70,21,27,48,0.685714,3,3,193,0,1,DY+3,L,No,0.0,0,0
QMJHL,103378/greg-hoffe,D,2005,20.95,10,1,1,2,0.2,4,0,162,0,1,DY+2,L,No,0.0,0,0
QMJHL,103398/dustin-russell,F,2001,21.052778,72,38,38,76,1.055556,3,3,213,0,1,DY+3,R,No,0.0,0,0
QMJHL,103402/derrick-kent,F,2004,21.238889,60,23,28,51,0.85,4,4,251,0,1,DY+3,L,No,0.0,0,0
QMJHL,103406/ryan-penney,F,2006,19.427778,19,1,4,5,0.26,1,0,19,1,0,DY+1,L,No,0.0,0,0
QMJHL,103420/zach-beaton,F,2014,19.508333,45,2,1,3,0.07,1,1,45,1,0,DY+1,L,No,0.0,0,0
QMJHL,103457/damon-macdonald,F,2013,18.369444,7,1,0,1,0.14,1,0,7,1,0,DY,R,No,0.0,0,0
QMJHL,103462/thomas-stavert,F,2014,19.569444,1,1,0,1,1.0,1,0,1,1,0,DY+1,L,No,0.0,0,0
QMJHL,103763/ryan-graves,D,2015,20.316667000000002,50,15,24,39,0.78,4,4,245,0,1,DY+2,L,Yes,0.19230799999999998,26,1
QMJHL,104025/olivier-caouette,F,2015,21.694444,63,12,18,30,0.47618999999999995,4,4,258,0,1,DY+3,L,No,0.0,0,0
QMJHL,104045/anthony-mantha,F,2014,19.997222,57,57,63,120,2.105263,3,3,187,0,1,DY+1,L,Yes,0.62212,217,1
QMJHL,10420/josh-hennessy,F,2005,20.605556,68,35,50,85,1.25,4,4,269,0,1,DY+2,L,Yes,0.043477999999999996,23,1
QMJHL,104323/maxime-cotnoir,F,2004,18.394444,17,0,3,3,0.18,1,0,17,1,0,DY,L,No,0.0,0,0
QMJHL,10435/marc-andre-cliche,F,2007,20.477778,52,24,30,54,1.038462,4,3,189,0,1,DY+2,R,Yes,0.09271499999999999,151,1
QMJHL,10436/angelo-esposito,F,2009,20.569444,35,24,18,42,1.2,4,4,208,0,1,DY+2,L,Yes,0.0,0,0
QMJHL,10437/claude-giroux,F,2008,20.675,55,38,68,106,1.927273,3,3,187,0,1,DY+2,R,Yes,0.9281360000000001,821,1
QMJHL,10439/brad-marchand,F,2008,20.344444,59,31,42,73,1.237288,4,4,245,0,1,DY+2,L,Yes,0.820852,681,1
QMJHL,104393/peter-trainor,F,2014,21.288889,65,28,34,62,0.9538459999999999,3,3,201,0,1,DY+3,L,No,0.0,0,0
QMJHL,10441/mathieu-perreault,F,2008,20.694444,65,34,80,114,1.753846,3,3,194,0,1,DY+2,L,Yes,0.534602,578,1
QMJHL,10449/oskars-bartulis,D,2007,20.65,55,13,35,48,0.872727,3,3,171,0,1,DY+2,L,Yes,0.136364,66,1
QMJHL,10482/jiri-suchy,D,2007,19.7,56,4,13,17,0.303571,2,2,118,0,0,DY+1,L,No,0.0,0,0
QMJHL,10483/tomas-svoboda,F,2008,21.558332999999998,70,41,42,83,1.185714,3,3,201,0,1,DY+3,R,No,0.0,0,0
QMJHL,10486/gennadi-churilov,F,2005,18.361110999999998,69,11,26,37,0.5362319999999999,1,1,69,1,0,DY,L,No,0.0,0,0
QMJHL,10606/david-buc,F,2007,20.647222,61,17,21,38,0.622951,2,2,127,0,0,DY+2,L,No,0.0,0,0
QMJHL,10609/julius-sinkovic,F,2008,20.475,57,7,32,39,0.684211,2,2,118,0,0,DY+2,L,No,0.0,0,0
QMJHL,106101/shawn-boudreau,F,2012,18.494444,13,0,2,2,0.15,1,0,13,1,0,DY,L,No,0.0,0,0
QMJHL,10611/michal-korenko,D,2007,20.147222,45,2,16,18,0.4,3,3,159,0,1,DY+2,R,No,0.0,0,0
QMJHL,10613/felix-schutz,F,2007,19.866667,45,19,25,44,0.977778,2,2,110,0,0,DY+1,L,Yes,0.0,0,0
QMJHL,106154/ross-johnston,F,2015,21.575,44,18,14,32,0.727273,4,4,195,0,1,DY+3,L,No,0.0,0,0
QMJHL,106480/olivier-maltais,F,2000,19.455556,40,6,10,16,0.4,2,2,101,0,0,DY+1,R,No,0.0,0,0
QMJHL,10657/maxime-lacroix,F,2008,21.277778,67,30,32,62,0.925373,4,4,254,0,1,DY+3,L,Yes,0.0,0,0
QMJHL,107155/maxime-rousseau,D,2007,21.144444,65,4,5,9,0.14,4,4,235,0,1,DY+3,L,No,0.0,0,0
QMJHL,10722/martin-bartek,F,2000,20.161111,69,32,44,76,1.101449,2,2,135,0,0,DY+2,L,Yes,0.0,0,0
QMJHL,10828/jonathan-roy,F,2001,21.694444,45,29,29,58,1.288889,4,4,218,0,1,DY+3,L,No,0.0,0,0
QMJHL,108647/vladislav-lysenko,D,2014,19.508333,65,1,10,11,0.169231,3,2,148,0,0,DY+1,L,No,0.0,0,0
QMJHL,108659/ivan-barbashyov,F,2015,19.752778,57,45,50,95,1.666667,3,3,173,0,1,DY+1,L,Yes,0.31288299999999997,163,1
QMJHL,10877/alex-bourret,F,2006,19.944444,67,44,70,114,1.701493,4,4,258,0,1,DY+1,L,Yes,0.0,0,0
QMJHL,10884/christian-larrivee,F,2003,21.055556,50,18,40,58,1.16,4,4,263,0,1,DY+3,L,Yes,0.0,0,0
QMJHL,108883/joel-blanchard,F,2014,20.511111,35,2,7,9,0.26,1,1,35,1,0,DY+2,L,No,0.0,0,0
QMJHL,10902/luca-cunti,F,2009,20.197222,57,20,25,45,0.789474,2,2,91,0,0,DY+2,L,Yes,0.0,0,0
QMJHL,109217/philippe-choiniere,F,2001,21.3,71,25,30,55,0.774648,1,1,71,1,0,DY+3,R,No,0.0,0,0
QMJHL,109224/eric-cote,F,2000,20.883333,70,18,29,47,0.6714289999999999,4,3,183,0,1,DY+2,L,No,0.0,0,0
QMJHL,109225/serge-crochetiere,D,2000,20.566667000000002,31,1,3,4,0.13,2,2,58,0,0,DY+2,-,No,0.0,0,0
QMJHL,109305/gary-zinck,D,2001,21.483333,59,2,11,13,0.22033899999999998,2,2,126,0,0,DY+3,L,No,0.0,0,0
QMJHL,109537/fabien-laniel,D,2005,21.325,29,11,10,21,0.7241380000000001,4,4,238,0,1,DY+3,L,No,0.0,0,0
QMJHL,109624/jasmin-gelinas,D,2000,21.455556,72,17,70,87,1.208333,5,5,321,0,1,DY+3,L,No,0.0,0,0
QMJHL,11047/sebastien-thinel,F,2002,21.475,69,43,49,92,1.333333,4,4,271,0,1,DY+3,L,No,0.0,0,0
QMJHL,11048/marc-andre-thinel,F,2001,20.475,70,62,88,150,2.142857,4,4,266,0,1,DY+2,L,Yes,0.0,0,0
QMJHL,11049/jonathan-bellemare,F,2003,20.941667000000002,24,12,12,24,1.0,4,4,227,0,1,DY+2,L,No,0.0,0,0
QMJHL,11062/oskar-orrpars,F,2010,18.691667000000002,27,3,3,6,0.22,1,1,27,1,0,DY,R,No,0.0,0,0
QMJHL,11117/thomas-beauregard,F,2007,21.6,69,71,53,124,1.7971009999999998,5,4,256,0,1,DY+3,R,No,0.0,0,0
QMJHL,11118/joakim-jensen,F,2007,20.102778,65,30,35,65,1.0,3,3,184,0,1,DY+2,R,No,0.0,0,0
QMJHL,11119/alexandre-picard-hooper,F,2008,21.305556,58,23,45,68,1.1724139999999998,4,4,265,0,1,DY+3,L,No,0.0,0,0
QMJHL,11120/cam-fergus,F,2007,20.961111,63,53,45,98,1.555556,5,4,199,0,1,DY+2,L,No,0.0,0,0
QMJHL,11121/james-sheppard,F,2007,19.388889000000002,56,33,63,96,1.714286,3,3,187,0,1,DY+1,L,Yes,0.23096399999999997,394,1
QMJHL,11122/david-desharnais,F,2007,21.002778,61,38,70,108,1.7704919999999997,4,4,262,0,1,DY+3,L,No,0.0,0,0
QMJHL,11123/david-perron,F,2007,19.297222,70,39,44,83,1.185714,1,1,70,1,0,DY+1,R,Yes,0.629012,779,1
QMJHL,11124/david-laliberte,F,2007,21.494444,68,50,48,98,1.441176,5,5,279,0,1,DY+3,R,Yes,0.272727,11,1
QMJHL,11125/brent-aubin,F,2007,21.241667,68,51,54,105,1.544118,5,5,345,0,1,DY+3,R,No,0.0,0,0
QMJHL,11126/felix-petit,F,2009,21.05,68,25,65,90,1.3235290000000002,4,4,273,0,1,DY+3,L,No,0.0,0,0
QMJHL,11127/roman-bashkirov,F,2007,18.522222,70,34,34,68,0.9714290000000001,1,1,70,1,0,DY,L,No,0.0,0,0
QMJHL,11128/maxim-grachyov,F,2009,20.969444,64,30,31,61,0.953125,5,5,282,0,1,DY+2,L,Yes,0.0,0,0
QMJHL,11129/maxime-tanguay,F,2009,20.830556,62,26,40,66,1.064516,5,5,257,0,1,DY+2,L,Yes,0.0,0,0
QMJHL,11130/danick-bouchard,F,2007,21.619444,68,54,42,96,1.411765,5,5,292,0,1,DY+3,R,No,0.0,0,0
QMJHL,11131/benoit-doucet,F,2007,21.463889,64,43,57,100,1.5625,4,4,252,0,1,DY+3,L,No,0.0,0,0
QMJHL,112379/jakub-zboril,D,2017,20.566667000000002,50,9,32,41,0.82,3,3,144,0,1,DY+2,L,Yes,0.0,2,1
QMJHL,112601/philippe-lacasse,F,2002,21.322222,63,55,58,113,1.7936509999999999,4,3,207,0,1,DY+3,R,No,0.0,0,0
QMJHL,112603/jonathan-gautier,F,2002,21.658333,43,9,29,38,0.8837209999999999,5,5,240,0,1,DY+3,L,No,0.0,0,0
QMJHL,112610/alexandre-vigneault,D,2001,21.488889,71,13,65,78,1.098592,5,5,300,0,1,DY+3,L,No,0.0,0,0
QMJHL,112865/cedric-montminy,F,2015,20.536111,19,6,5,11,0.578947,1,0,19,1,0,DY+2,L,No,0.0,0,0
QMJHL,11306/nicolas-blanchard,F,2007,20.291667,62,22,35,57,0.9193549999999999,3,3,191,0,1,DY+2,L,Yes,0.0,9,1
QMJHL,11318/yann-sauve,D,2010,20.575,61,7,29,36,0.590164,4,4,251,0,1,DY+2,L,Yes,0.0,8,1
QMJHL,11319/chris-didomenico,F,2010,21.569444,12,7,15,22,1.833333,4,0,203,0,1,DY+3,R,Yes,0.37037,27,1
QMJHL,11325/mathieu-gravel,F,2005,20.905556,67,25,30,55,0.820896,4,4,269,0,1,DY+2,R,Yes,0.0,0,0
QMJHL,11340/sebastien-bisaillon,D,2007,20.769444,63,12,40,52,0.8253969999999999,4,4,262,0,1,DY+2,R,No,0.0,0,0
QMJHL,113400/jean-philippe-cote,D,2000,20.391667,27,2,10,12,0.44444399999999995,1,1,27,1,0,DY+2,L,No,0.0,0,0
QMJHL,113484/emil-aronsson,F,2015,19.936111,49,7,17,24,0.489796,2,2,96,0,0,DY+1,L,No,0.0,0,0
QMJHL,11350/olivier-magnan,D,2006,20.372222,69,14,27,41,0.5942029999999999,3,3,208,0,1,DY+2,L,Yes,0.0,18,1
QMJHL,11358/martin-frechette,D,2007,21.177778,70,23,50,73,1.042857,4,4,234,0,1,DY+3,R,No,0.0,0,0
QMJHL,11391/olivier-fortier,F,2009,20.369444,29,8,27,35,1.2068969999999999,4,4,205,0,1,DY+2,L,Yes,0.0,0,0
QMJHL,11393/alex-grant,D,2009,20.652778,60,13,37,50,0.833333,4,4,245,0,1,DY+2,R,Yes,0.28571399999999997,7,1
QMJHL,11402/keven-veilleux,F,2009,20.216667,29,15,33,48,1.655172,4,4,193,0,1,DY+2,R,Yes,0.0,0,0
QMJHL,11454/joe-rullier,D,2000,20.630556,49,3,32,35,0.714286,4,4,181,0,1,DY+2,R,Yes,0.0,0,0
QMJHL,11475/ryan-flinn,F,2001,21.402778,57,16,17,33,0.578947,5,5,250,0,1,DY+3,L,Yes,0.032257999999999995,31,1
QMJHL,11476/olivier-latendresse,F,2006,20.591667,70,41,84,125,1.785714,4,4,246,0,1,DY+2,L,No,0.0,0,0
QMJHL,114802/brandon-shea,F,2014,19.208333,23,2,3,5,0.22,3,2,82,0,0,DY+1,L,No,0.0,0,0
QMJHL,11489/dominic-d-amour,D,2004,20.630556,61,15,38,53,0.8688520000000001,3,3,194,0,1,DY+2,L,Yes,0.0,0,0
QMJHL,11497/guillaume-desbiens,F,2005,20.402778,56,27,16,43,0.767857,4,4,243,0,1,DY+2,R,Yes,0.0,23,1
QMJHL,11499/jimmy-sharrow,D,2005,20.625,69,16,31,47,0.6811590000000001,3,3,191,0,1,DY+2,R,Yes,0.0,0,0
QMJHL,11506/marc-andre-bernier,F,2005,20.611110999999998,65,27,23,50,0.769231,4,4,239,0,1,DY+2,R,Yes,0.0,0,0
QMJHL,11508/maxime-fortunus,D,2004,21.130556,5,1,0,1,0.2,5,0,285,0,1,DY+3,R,No,0.0,0,0
QMJHL,11512/mario-scalzo,D,2005,20.844444,62,24,50,74,1.193548,4,3,203,0,1,DY+2,L,No,0.0,0,0
QMJHL,115137/jonathan-beaulieu,F,2001,21.413889,41,14,41,55,1.3414629999999998,5,5,279,0,1,DY+3,L,No,0.0,0,0
QMJHL,115161/dmytro-timashov,F,2016,19.955556,57,22,63,85,1.491228,2,2,123,0,0,DY+1,L,Yes,0.0,0,0
QMJHL,11524/mark-tobin,F,2006,20.802778,67,26,25,51,0.7611939999999999,4,4,272,0,1,DY+2,L,Yes,0.0,0,0
QMJHL,11526/eric-neilson,F,2005,21.075,54,13,13,26,0.48148100000000005,4,4,205,0,1,DY+3,R,Yes,0.0,0,0
QMJHL,11533/stephane-goulet,F,2006,20.688889,67,51,42,93,1.38806,3,3,190,0,1,DY+2,L,Yes,0.0,0,0
QMJHL,11547/carl-mallette,F,2002,20.827778,71,39,83,122,1.7183099999999998,5,5,318,0,1,DY+2,R,Yes,0.0,0,0
QMJHL,11558/jean-francois-david,D,2003,21.377778,32,11,28,39,1.21875,5,4,245,0,1,DY+3,L,No,0.0,0,0
QMJHL,11564/philippe-dupuis,F,2006,21.391667,56,32,76,108,1.9285709999999998,5,5,313,0,1,DY+3,R,Yes,0.155172,116,1
QMJHL,11565/olivier-labelle,F,2006,21.166667,67,50,50,100,1.492537,4,4,273,0,1,DY+3,R,No,0.0,0,0
QMJHL,11568/jordan-smotherman,F,2006,20.344444,37,18,19,37,1.0,4,4,225,0,1,DY+2,L,Yes,0.5,4,1
QMJHL,115732/maxime-tremblay-lanthier,F,2011,18.452778,2,1,0,1,0.5,1,0,2,1,0,DY,R,No,0.0,0,0
QMJHL,115733/felix-antoine-bergeron,F,2015,21.7,4,0,3,3,0.75,4,0,144,0,1,DY+3,L,No,0.0,0,0
QMJHL,11577/christian-gaudet,F,2007,21.25,63,16,22,38,0.603175,4,4,258,0,1,DY+3,L,No,0.0,0,0
QMJHL,115983/carl-chamberland,D,2008,20.322222,22,2,3,5,0.23,3,3,140,0,1,DY+2,L,No,0.0,0,0
QMJHL,115991/vincent-germain,F,2008,19.719444,35,3,2,5,0.14,2,1,52,0,0,DY+1,L,No,0.0,0,0
QMJHL,116045/benoit-massicotte,D,2006,19.255556,52,2,2,4,0.08,1,1,52,1,0,DY+1,L,No,0.0,0,0
QMJHL,116244/nico-hischier,F,2017,18.697222,57,38,48,86,1.508772,1,1,57,1,0,DY,L,Yes,0.655629,151,1
QMJHL,116523/gabriel-boies,F,2006,20.025,66,8,20,28,0.424242,3,3,187,0,1,DY+2,L,No,0.0,0,0
QMJHL,116595/jeff-caron,D,2006,20.772222,61,7,28,35,0.57377,1,1,61,1,0,DY+2,L,No,0.0,0,0
QMJHL,116727/adam-jourdain,F,2007,19.108333,22,2,1,3,0.14,2,2,49,0,0,DY+1,R,No,0.0,0,0
QMJHL,116736/dave-bouchard,F,2007,20.758333,34,15,8,23,0.676471,4,4,222,0,1,DY+2,L,No,0.0,0,0
QMJHL,116804/jesse-arko,F,2005,19.186111,34,0,1,1,0.03,1,1,34,1,0,DY+1,L,No,0.0,0,0
QMJHL,116806/david-poulin,F,2003,17.727778,7,0,1,1,0.14,1,0,7,1,0,DY-1,R,No,0.0,0,0
QMJHL,116995/mitchell-dempsey,F,2015,20.55,60,8,17,25,0.416667,4,3,138,0,1,DY+2,L,Yes,0.0,0,0
QMJHL,117020/adam-bateman,D,2016,21.694444,29,2,3,5,0.17,5,5,249,0,1,DY+3,R,No,0.0,0,0
QMJHL,117023/fraser-turner,D,2015,20.5,25,1,2,3,0.12,1,1,25,1,0,DY+2,R,No,0.0,0,0
QMJHL,117027/david-perklin,F,2014,19.533333,17,2,1,3,0.18,3,0,122,0,0,DY+1,L,No,0.0,0,0
QMJHL,11720/cory-urquhart,F,2004,19.955556,67,35,44,79,1.1791040000000002,4,4,268,0,1,DY+1,L,Yes,0.0,0,0
QMJHL,11724/francis-lemieux,F,2005,21.563889,70,32,50,82,1.171429,4,4,272,0,1,DY+3,L,No,0.0,0,0
QMJHL,11725/danny-groulx,D,2002,21.227778,68,29,83,112,1.647059,5,5,341,0,1,DY+3,L,No,0.0,0,0
QMJHL,11731/pascal-pelletier,F,2004,21.247222,64,39,52,91,1.421875,4,4,257,0,1,DY+3,L,No,0.0,0,0
QMJHL,117333/randy-gazzola,D,2014,21.005556,68,16,58,74,1.088235,2,2,135,0,0,DY+3,R,No,0.0,0,0
QMJHL,11737/charles-linglet,F,2003,21.230556,47,21,27,48,1.021277,4,4,253,0,1,DY+3,L,No,0.0,0,0
QMJHL,11740/adam-pardy,D,2005,21.461111,69,12,27,39,0.565217,3,2,144,0,0,DY+3,L,Yes,0.15204700000000002,342,1
QMJHL,117447/ludovic-kabambi,F,2012,18.980556,61,7,11,18,0.295082,1,1,61,1,0,DY,L,No,0.0,0,0
QMJHL,11752/louis-robitaille,F,2003,21.497222,60,7,23,30,0.5,4,4,271,0,1,DY+3,L,No,0.0,0,0
QMJHL,118024/yan-moniqui,D,2004,20.347222,26,1,5,6,0.23,2,2,55,0,0,DY+2,L,No,0.0,0,0
QMJHL,118095/yannick-berthold,F,2003,19.483333,1,0,0,0,0.0,1,0,1,1,0,DY+1,R,No,0.0,0,0
QMJHL,118098/patrick-laurin,F,2004,19.427778,34,1,5,6,0.18,1,1,34,1,0,DY+1,R,No,0.0,0,0
QMJHL,11811/jonathan-tremblay,F,2004,20.533333,60,3,0,3,0.05,2,2,122,0,0,DY+2,R,Yes,0.0,0,0
QMJHL,11820/david-cloutier,D,2002,20.744444,60,25,33,58,0.966667,4,4,241,0,1,DY+2,R,No,0.0,0,0
QMJHL,11834/tomas-kubalik,F,2010,20.372222,58,33,42,75,1.2931030000000001,1,1,58,1,0,DY+2,R,Yes,0.333333,12,1
QMJHL,118347/jan-velich,F,2003,19.444444,2,1,0,1,0.5,1,0,2,1,0,DY+1,L,No,0.0,0,0
QMJHL,11845/denis-reul,D,2009,20.211111,60,4,14,18,0.3,2,2,127,0,0,DY+2,R,Yes,0.0,0,0
QMJHL,11865/dmitri-kugryshev,F,2010,20.658333,66,29,58,87,1.318182,2,2,123,0,0,DY+2,R,Yes,0.0,0,0
QMJHL,118657/jonathan-drouin,F,2014,19.463889,46,29,79,108,2.347826,3,3,128,0,1,DY+1,L,Yes,0.602484,322,1
QMJHL,11866/dmitri-kulikov,D,2009,18.877778,57,12,50,62,1.087719,1,1,57,1,0,DY,L,Yes,0.255591,626,1
QMJHL,118662/anthony-deluca,F,2015,20.594444,68,44,47,91,1.338235,3,3,202,0,1,DY+2,L,No,0.0,0,0
QMJHL,11881/jonathan-paiement,D,2006,21.522222,63,16,33,49,0.777778,5,5,334,0,1,DY+3,L,Yes,0.0,0,0
QMJHL,11889/thomas-bellemare,D,2004,20.677778,60,2,5,7,0.12,2,2,127,0,0,DY+2,R,Yes,0.0,0,0
QMJHL,11890/ivan-vishnevsky,D,2008,20.575,45,17,28,45,1.0,3,3,159,0,1,DY+2,L,Yes,0.4,5,1
QMJHL,11891/mathieu-carle,D,2007,19.958333,63,16,54,70,1.111111,4,4,258,0,1,DY+1,R,Yes,0.0,3,1
QMJHL,119105/eric-glaude,D,2003,18.477778,32,1,1,2,0.06,1,1,32,1,0,DY,L,No,0.0,0,0
QMJHL,119111/carl-mclean,D,2003,20.7,68,3,14,17,0.25,4,4,222,0,1,DY+2,L,No,0.0,0,0
QMJHL,119138/pierre-luc-briere,F,2003,19.502778,67,6,9,15,0.223881,2,2,102,0,0,DY+1,R,No,0.0,0,0
QMJHL,119144/joel-briere,F,2003,18.175,65,3,13,16,0.24615399999999998,1,1,65,1,0,DY,L,No,0.0,0,0
QMJHL,119163/pierre-luc-franche,F,2002,18.233333,20,2,1,3,0.15,1,1,20,1,0,DY,R,No,0.0,0,0
QMJHL,119405/maxime-chevalier,D,2015,19.433332999999998,33,1,7,8,0.24,2,2,80,0,0,DY+1,L,No,0.0,0,0
QMJHL,119468/duncan-macintyre,D,2017,21.652778,60,6,11,17,0.283333,5,5,284,0,1,DY+3,L,No,0.0,0,0
QMJHL,11948/artyom-demkov,F,2009,19.969444,59,15,13,28,0.474576,1,1,59,1,0,DY+1,R,No,0.0,0,0
QMJHL,11985/bryce-swan,F,2008,20.941667000000002,67,25,24,49,0.7313430000000001,4,4,198,0,1,DY+2,R,Yes,0.0,0,0
QMJHL,12038/maxime-boisclair,F,2006,21.586111,70,70,60,130,1.857143,5,5,334,0,1,DY+3,L,No,0.0,0,0
QMJHL,12044/alexandre-rouleau,D,2003,20.127778,55,16,29,45,0.818182,4,4,235,0,1,DY+2,L,Yes,0.0,0,0
QMJHL,121138/wesley-scanzano,F,2001,20.747222,50,40,70,110,2.2,4,4,238,0,1,DY+2,L,No,0.0,0,0
QMJHL,121140/philippe-paris,F,2001,20.916667,52,19,27,46,0.8846149999999999,4,4,241,0,1,DY+2,R,No,0.0,0,0
QMJHL,121141/sylvain-plamondon,F,2001,21.086111,53,10,17,27,0.509434,4,4,217,0,1,DY+3,L,No,0.0,0,0
QMJHL,121142/eric-cloutier,F,2001,19.291667,53,8,9,17,0.320755,2,2,115,0,0,DY+1,L,No,0.0,0,0
QMJHL,121143/jean-mallette,D,2001,21.625,59,9,16,25,0.423729,4,4,252,0,1,DY+3,L,No,0.0,0,0
QMJHL,121146/ken-elliott,F,2000,19.305556,41,3,3,6,0.15,1,1,41,1,0,DY+1,L,No,0.0,0,0
QMJHL,121148/casey-leggett,F,2000,20.686111,52,7,17,24,0.461538,3,3,177,0,1,DY+2,R,No,0.0,0,0
QMJHL,121149/remi-bergeron,F,2003,19.758333,58,12,27,39,0.6724140000000001,4,3,196,0,1,DY+1,L,No,0.0,0,0
QMJHL,121150/joey-fetta,F,2000,21.197222,39,2,7,9,0.23,2,2,86,0,0,DY+3,R,No,0.0,0,0
QMJHL,121151/karl-morin,D,2003,21.258333,65,8,32,40,0.6153850000000001,4,4,224,0,1,DY+3,R,No,0.0,0,0
